binding_id,ssd_component_id,ssd_component_name,l2_code,l2_name,ssd_connector_name,ssd_connector_id,direction,data_type,unit,quantity,item_type,item_code,item_name,item_name_en,item_unit_or_medium,interface_type,original_sysml_path,original_product_code,original_product_name,original_port_name,original_port_id,source_connection_ids,simulink_model,simulink_port_name,simulink_port_type,future_fmu_file,future_fmu_variable,future_fmu_causality,future_fmu_variability,alias_reason,legacy_match,legacy_conflict_fields,review_flags,binding_status,notes
BIND::L2_8100::p_8128_rp_8d19f6989a5bebad,L2_8100,L2_8100,8100,列车主干网及安全回路,p_8128_rp_8d19f6989a5bebad,L2_8100.p_8128_rp_8d19f6989a5bebad,output,Real,[-],MainReservoirPressure,Real,ITM-MEA-014,总风管压力,MainReservoirPressure,Pa,IF_IF_MEA_014,p_N_8000.p_N_8100.p_N_8120.p_N_8128.rp_8d19f6989a5bebad,8128,输入输出单元,总风管压力输出,PORT::8128::总风管压力输出::ITM-MEA-014::输出,CG_A0B82CF482DDFB4553F8CFCA,L2_8100.slx,p_8128_rp_8d19f6989a5bebad,Outport,L2_8100.fmu,p_8128_rp_8d19f6989a5bebad,output,continuous,,CONFLICT,unit,LEGACY_CONTRACT_CONFLICT | SEMANTIC_REVIEW_REQUIRED,LEGACY_CONTRACT_CONFLICT,Legacy contract conflicts with authoritative SSD fields: unit. SSD values were retained. | SSD unit [-] does not encode Full SysML unit/medium Pa
BIND::L2_8100::p_8128_rp_cb74be2d7d4a54c7,L2_8100,L2_8100,8100,列车主干网及安全回路,p_8128_rp_cb74be2d7d4a54c7,L2_8100.p_8128_rp_cb74be2d7d4a54c7,output,Real,[-],HVSafetyLoopState,Boolean/Enum,ITM-STA-024,高压安全回路状态,HVSafetyLoopState,无,IF_IF_STA_024,p_N_8000.p_N_8100.p_N_8120.p_N_8128.rp_cb74be2d7d4a54c7,8128,输入输出单元,高压安全回路状态输出,PORT::8128::高压安全回路状态输出::ITM-STA-024::输出,CG_F55B5E17D8CBFAC80E0961C2,L2_8100.slx,p_8128_rp_cb74be2d7d4a54c7,Outport,L2_8100.fmu,p_8128_rp_cb74be2d7d4a54c7,output,continuous,,CONFLICT,data_type,LEGACY_CONTRACT_CONFLICT | SEMANTIC_REVIEW_REQUIRED,LEGACY_CONTRACT_CONFLICT,Legacy contract conflicts with authoritative SSD fields: data_type. SSD values were retained. | Full SysML item datatype Boolean/Enum requires implementation interpretation against SSD Real | SSD unit [-] does not encode Full SysML unit/medium 无
BIND::L2_8100::p_8128_rp_cc7a917501039195,L2_8100,L2_8100,8100,列车主干网及安全回路,p_8128_rp_cc7a917501039195,L2_8100.p_8128_rp_cc7a917501039195,input,Real,[-],BrakeCylinderPressure,Real,ITM-MEA-016,制动缸压力,BrakeCylinderPressure,Pa,IF_IF_MEA_016,p_N_8000.p_N_8100.p_N_8120.p_N_8128.rp_cc7a917501039195,8128,输入输出单元,制动缸压力输入,PORT::8128::制动缸压力输入::ITM-MEA-016::输入,CG_E9224B53F74EDFCCFDA0FC70,L2_8100.slx,p_8128_rp_cc7a917501039195,Inport,L2_8100.fmu,p_8128_rp_cc7a917501039195,input,continuous,,CONFLICT,unit,LEGACY_CONTRACT_CONFLICT | SEMANTIC_REVIEW_REQUIRED,LEGACY_CONTRACT_CONFLICT,Legacy contract conflicts with authoritative SSD fields: unit. SSD values were retained. | SSD unit [-] does not encode Full SysML unit/medium Pa
BIND::L2_8100::p_8128_rp_ccc90acd04ba0ccc,L2_8100,L2_8100,8100,列车主干网及安全回路,p_8128_rp_ccc90acd04ba0ccc,L2_8100.p_8128_rp_ccc90acd04ba0ccc,input,Real,[-],MainReservoirPressure,Real,ITM-MEA-014,总风管压力,MainReservoirPressure,Pa,IF_IF_MEA_014,p_N_8000.p_N_8100.p_N_8120.p_N_8128.rp_ccc90acd04ba0ccc,8128,输入输出单元,总风管压力输入,PORT::8128::总风管压力输入::ITM-MEA-014::输入,CG_739E53DD845C8CD2646C8E39,L2_8100.slx,p_8128_rp_ccc90acd04ba0ccc,Inport,L2_8100.fmu,p_8128_rp_ccc90acd04ba0ccc,input,continuous,,CONFLICT,unit,LEGACY_CONTRACT_CONFLICT | SEMANTIC_REVIEW_REQUIRED,LEGACY_CONTRACT_CONFLICT,Legacy contract conflicts with authoritative SSD fields: unit. SSD values were retained. | SSD unit [-] does not encode Full SysML unit/medium Pa
BIND::L2_8100::p_8128_rp_ce6397cb7b81dd94,L2_8100,L2_8100,8100,列车主干网及安全回路,p_8128_rp_ce6397cb7b81dd94,L2_8100.p_8128_rp_ce6397cb7b81dd94,input,Real,[-],ExternalSafetySystemState,Enum/Bitset,ITM-STA-027,ATP/外部安全系统状态,ExternalSafetySystemState,无,IF_IF_STA_027,p_N_8000.p_N_8100.p_N_8120.p_N_8128.rp_ce6397cb7b81dd94,8128,输入输出单元,ATP/外部安全系统状态输入,PORT::8128::ATP_外部安全系统状态输入::ITM-STA-027::输入,CG_89318B491DF9CED18997C36D,L2_8100.slx,p_8128_rp_ce6397cb7b81dd94,Inport,L2_8100.fmu,p_8128_rp_ce6397cb7b81dd94,input,continuous,,CONFLICT,data_type,LEGACY_CONTRACT_CONFLICT | SEMANTIC_REVIEW_REQUIRED,LEGACY_CONTRACT_CONFLICT,Legacy contract conflicts with authoritative SSD fields: data_type. SSD values were retained. | Full SysML item datatype Enum/Bitset requires implementation interpretation against SSD Real | SSD unit [-] does not encode Full SysML unit/medium 无
BIND::L2_8100::p_8151_rp_d7d7f4cb9554ff03,L2_8100,L2_8100,8100,列车主干网及安全回路,p_8151_rp_d7d7f4cb9554ff03,L2_8100.p_8151_rp_d7d7f4cb9554ff03,input,Real,[-],HVBreakerCommand,Enum,ITM-CMD-016,高压断路器指令,HVBreakerCommand,无,IF_IF_CMD_016,p_N_8000.p_N_8100.p_N_8150.p_N_8151.rp_d7d7f4cb9554ff03,8151,高压安全回路,高压断路器指令输入,PORT::8151::高压断路器指令输入::ITM-CMD-016::输入,CG_9ACDE46A41EE650430438B91,L2_8100.slx,p_8151_rp_d7d7f4cb9554ff03,Inport,L2_8100.fmu,p_8151_rp_d7d7f4cb9554ff03,input,continuous,,CONFLICT,data_type,LEGACY_CONTRACT_CONFLICT | SEMANTIC_REVIEW_REQUIRED,LEGACY_CONTRACT_CONFLICT,Legacy contract conflicts with authoritative SSD fields: data_type. SSD values were retained. | Full SysML item datatype Enum requires implementation interpretation against SSD Real | SSD unit [-] does not encode Full SysML unit/medium 无
BIND::L2_8100::p_8152_rp_93024c6ed1623fbd,L2_8100,L2_8100,8100,列车主干网及安全回路,p_8152_rp_93024c6ed1623fbd,L2_8100.p_8152_rp_93024c6ed1623fbd,input,Real,[-],EmergencyBrakeRequest,Boolean,ITM-CMD-004,紧急制动请求,EmergencyBrakeRequest,无,IF_IF_CMD_004,p_N_8000.p_N_8100.p_N_8150.p_N_8152.rp_93024c6ed1623fbd,8152,制动安全回路,紧急制动请求输入,PORT::8152::紧急制动请求输入::ITM-CMD-004::输入,CG_663CDC611495882DCD3E5B8F,L2_8100.slx,p_8152_rp_93024c6ed1623fbd,Inport,L2_8100.fmu,p_8152_rp_93024c6ed1623fbd,input,continuous,,CONFLICT,data_type,LEGACY_CONTRACT_CONFLICT | SEMANTIC_REVIEW_REQUIRED,LEGACY_CONTRACT_CONFLICT,Legacy contract conflicts with authoritative SSD fields: data_type. SSD values were retained. | Full SysML item datatype Boolean requires implementation interpretation against SSD Real | SSD unit [-] does not encode Full SysML unit/medium 无
BIND::L2_8100::p_8152_rp_ae53feffb1e116e3,L2_8100,L2_8100,8100,列车主干网及安全回路,p_8152_rp_ae53feffb1e116e3,L2_8100.p_8152_rp_ae53feffb1e116e3,output,Real,[-],BrakeSafetyLoopState,Boolean/Enum,ITM-STA-025,制动安全回路状态,BrakeSafetyLoopState,无,IF_IF_STA_025,p_N_8000.p_N_8100.p_N_8150.p_N_8152.rp_ae53feffb1e116e3,8152,制动安全回路,制动安全回路状态输出,PORT::8152::制动安全回路状态输出::ITM-STA-025::输出,CG_CE151D40A2BF816F41762F4C,L2_8100.slx,p_8152_rp_ae53feffb1e116e3,Outport,L2_8100.fmu,p_8152_rp_ae53feffb1e116e3,output,continuous,,CONFLICT,data_type,LEGACY_CONTRACT_CONFLICT | SEMANTIC_REVIEW_REQUIRED,LEGACY_CONTRACT_CONFLICT,Legacy contract conflicts with authoritative SSD fields: data_type. SSD values were retained. | Full SysML item datatype Boolean/Enum requires implementation interpretation against SSD Real | SSD unit [-] does not encode Full SysML unit/medium 无
BIND::L2_8100::p_8166_rp_3b0068559b0ca1e4,L2_8100,L2_8100,8100,列车主干网及安全回路,p_8166_rp_3b0068559b0ca1e4,L2_8100.p_8166_rp_3b0068559b0ca1e4,input,Real,[-],DCLinkCurrent,Real,ITM-MEA-009,中间直流母线电流,DCLinkCurrent,A,IF_IF_MEA_009,p_N_8000.p_N_8100.p_N_8160.p_N_8166.rp_3b0068559b0ca1e4,8166,能量计,中间直流母线电流输入,PORT::8166::中间直流母线电流输入::ITM-MEA-009::输入,CG_4E4C49F08CEE642A5C3C67EB,L2_8100.slx,p_8166_rp_3b0068559b0ca1e4,Inport,L2_8100.fmu,p_8166_rp_3b0068559b0ca1e4,input,continuous,,CONFLICT,unit,LEGACY_CONTRACT_CONFLICT | SEMANTIC_REVIEW_REQUIRED,LEGACY_CONTRACT_CONFLICT,Legacy contract conflicts with authoritative SSD fields: unit. SSD values were retained. | SSD unit [-] does not encode Full SysML unit/medium A
BIND::L2_8100::p_8166_rp_54d624d57f57843b,L2_8100,L2_8100,8100,列车主干网及安全回路,p_8166_rp_54d624d57f57843b,L2_8100.p_8166_rp_54d624d57f57843b,input,Real,[-],DCLinkVoltage,Real,ITM-MEA-008,中间直流母线电压,DCLinkVoltage,V,IF_IF_MEA_008,p_N_8000.p_N_8100.p_N_8160.p_N_8166.rp_54d624d57f57843b,8166,能量计,中间直流母线电压输入,PORT::8166::中间直流母线电压输入::ITM-MEA-008::输入,CG_A424455519797490E4F865AA,L2_8100.slx,p_8166_rp_54d624d57f57843b,Inport,L2_8100.fmu,p_8166_rp_54d624d57f57843b,input,continuous,,CONFLICT,unit,LEGACY_CONTRACT_CONFLICT | SEMANTIC_REVIEW_REQUIRED,LEGACY_CONTRACT_CONFLICT,Legacy contract conflicts with authoritative SSD fields: unit. SSD values were retained. | SSD unit [-] does not encode Full SysML unit/medium V
BIND::L2_8100::p_8166_rp_573e029523ef9946,L2_8100,L2_8100,8100,列车主干网及安全回路,p_8166_rp_573e029523ef9946,L2_8100.p_8166_rp_573e029523ef9946,input,Real,[-],LineVoltage,Real,ITM-MEA-005,高压线路电压,LineVoltage,V,IF_IF_MEA_005,p_N_8000.p_N_8100.p_N_8160.p_N_8166.rp_573e029523ef9946,8166,能量计,高压线路电压输入,PORT::8166::高压线路电压输入::ITM-MEA-005::输入,CG_1C5FC46A1E7682144A3BDDDF,L2_8100.slx,p_8166_rp_573e029523ef9946,Inport,L2_8100.fmu,p_8166_rp_573e029523ef9946,input,continuous,,CONFLICT,unit,LEGACY_CONTRACT_CONFLICT | SEMANTIC_REVIEW_REQUIRED,LEGACY_CONTRACT_CONFLICT,Legacy contract conflicts with authoritative SSD fields: unit. SSD values were retained. | SSD unit [-] does not encode Full SysML unit/medium V
BIND::L2_8100::p_8166_rp_d9d89be1583c0e18,L2_8100,L2_8100,8100,列车主干网及安全回路,p_8166_rp_d9d89be1583c0e18,L2_8100.p_8166_rp_d9d89be1583c0e18,input,Real,[-],LineCurrent,Real,ITM-MEA-006,高压线路电流,LineCurrent,A,IF_IF_MEA_006,p_N_8000.p_N_8100.p_N_8160.p_N_8166.rp_d9d89be1583c0e18,8166,能量计,高压线路电流输入,PORT::8166::高压线路电流输入::ITM-MEA-006::输入,CG_FE573ED935CFF37491A053E8,L2_8100.slx,p_8166_rp_d9d89be1583c0e18,Inport,L2_8100.fmu,p_8166_rp_d9d89be1583c0e18,input,continuous,,CONFLICT,unit,LEGACY_CONTRACT_CONFLICT | SEMANTIC_REVIEW_REQUIRED,LEGACY_CONTRACT_CONFLICT,Legacy contract conflicts with authoritative SSD fields: unit. SSD values were retained. | SSD unit [-] does not encode Full SysML unit/medium A
BIND::L2_D100::p_D112_rp_8962dea15ad904c6,L2_D100,L2_D100,D100,操纵设施,p_D112_rp_8962dea15ad904c6,L2_D100.p_D112_rp_8962dea15ad904c6,output,Real,[-],TrainDirectionCommand,Enum,ITM-CMD-001,列车方向指令,TrainDirectionCommand,无,IF_IF_CMD_001,p_D000.p_D100.p_D110.p_D112.rp_8962dea15ad904c6,D112,方向操作元件,列车方向指令输出,PORT::D112::列车方向指令输出::ITM-CMD-001::输出,CG_A3B31951ADAE62C498E76260,L2_D100.slx,p_D112_rp_8962dea15ad904c6,Outport,L2_D100.fmu,p_D112_rp_8962dea15ad904c6,output,continuous,,CONFLICT,data_type,LEGACY_CONTRACT_CONFLICT | SEMANTIC_REVIEW_REQUIRED,LEGACY_CONTRACT_CONFLICT,Legacy contract conflicts with authoritative SSD fields: data_type. SSD values were retained. | Full SysML item datatype Enum requires implementation interpretation against SSD Real | SSD unit [-] does not encode Full SysML unit/medium 无
BIND::L2_D100::p_D113_rp_9ca0d9d396f8ffd0,L2_D100,L2_D100,D100,操纵设施,p_D113_rp_9ca0d9d396f8ffd0,L2_D100.p_D113_rp_9ca0d9d396f8ffd0,output,Real,[-],TractionCommand,Real,ITM-CMD-002,牵引指令,TractionCommand,1,IF_IF_CMD_002,p_D000.p_D100.p_D110.p_D113.rp_9ca0d9d396f8ffd0,D113,牵引操作元件,牵引指令输出,PORT::D113::牵引指令输出::ITM-CMD-002::输出,CG_2E8F3CC8A8EBCDE6B7CF4D27,L2_D100.slx,p_D113_rp_9ca0d9d396f8ffd0,Outport,L2_D100.fmu,p_D113_rp_9ca0d9d396f8ffd0,output,continuous,,MATCHED,,,READY,
BIND::L2_D100::p_D114_rp_d3d5739989ecf2dd,L2_D100,L2_D100,D100,操纵设施,p_D114_rp_d3d5739989ecf2dd,L2_D100.p_D114_rp_d3d5739989ecf2dd,output,Real,[-],ServiceBrakeRequest,Real,ITM-CMD-003,服务制动请求,ServiceBrakeRequest,1 或 m/s2,IF_IF_CMD_003,p_D000.p_D100.p_D110.p_D114.rp_d3d5739989ecf2dd,D114,制动操作元件,服务制动请求输出,PORT::D114::服务制动请求输出::ITM-CMD-003::输出,CG_41AD09EEB4EAB9DC956C08F8,L2_D100.slx,p_D114_rp_d3d5739989ecf2dd,Outport,L2_D100.fmu,p_D114_rp_d3d5739989ecf2dd,output,continuous,,CONFLICT,unit,LEGACY_CONTRACT_CONFLICT | SEMANTIC_REVIEW_REQUIRED,LEGACY_CONTRACT_CONFLICT,Legacy contract conflicts with authoritative SSD fields: unit. SSD values were retained. | SSD unit [-] does not encode Full SysML unit/medium 1 或 m/s2
BIND::L2_D100::p_D121_rp_d32b32814a84a88a,L2_D100,L2_D100,D100,操纵设施,p_D121_rp_d32b32814a84a88a,L2_D100.p_D121_rp_d32b32814a84a88a,output,Real,[-],EmergencyBrakeRequest,Boolean,ITM-CMD-004,紧急制动请求,EmergencyBrakeRequest,无,IF_IF_CMD_004,p_D000.p_D100.p_D120.p_D121.rp_d32b32814a84a88a,D121,紧急制动按钮,紧急制动请求输出,PORT::D121::紧急制动请求输出::ITM-CMD-004::输出,CG_663CDC611495882DCD3E5B8F | CG_8EED0159D22D9EDC70A9EA67,L2_D100.slx,p_D121_rp_d32b32814a84a88a,Outport,L2_D100.fmu,p_D121_rp_d32b32814a84a88a,output,continuous,,CONFLICT,data_type,LEGACY_CONTRACT_CONFLICT | SEMANTIC_REVIEW_REQUIRED,LEGACY_CONTRACT_CONFLICT,Legacy contract conflicts with authoritative SSD fields: data_type. SSD values were retained. | Full SysML item datatype Boolean requires implementation interpretation against SSD Real | SSD unit [-] does not encode Full SysML unit/medium 无
BIND::L2_E100::p_E100_rp_0307dc18d9537f9d,L2_E100,L2_E100,E100,ATP车载,p_E100_rp_0307dc18d9537f9d,L2_E100.p_E100_rp_0307dc18d9537f9d,output,Real,[-],ExternalSafetySystemState,Enum/Bitset,ITM-STA-027,ATP/外部安全系统状态,ExternalSafetySystemState,无,IF_IF_STA_027,p_E000.p_E100.rp_0307dc18d9537f9d,E100,ATP车载,ATP/外部安全系统状态输出,PORT::E100::ATP_外部安全系统状态输出::ITM-STA-027::输出,CG_0D68248E62957CCB92C5A2A5 | CG_89318B491DF9CED18997C36D,L2_E100.slx,p_E100_rp_0307dc18d9537f9d,Outport,L2_E100.fmu,p_E100_rp_0307dc18d9537f9d,output,continuous,,CONFLICT,data_type,LEGACY_CONTRACT_CONFLICT | SEMANTIC_REVIEW_REQUIRED,LEGACY_CONTRACT_CONFLICT,Legacy contract conflicts with authoritative SSD fields: data_type. SSD values were retained. | Full SysML item datatype Enum/Bitset requires implementation interpretation against SSD Real | SSD unit [-] does not encode Full SysML unit/medium 无
BIND::L2_E100::p_E100_rp_7273a171b473f816,L2_E100,L2_E100,E100,ATP车载,p_E100_rp_7273a171b473f816,L2_E100.p_E100_rp_7273a171b473f816,output,Real,[-],SafetyBrakeRequest,Enum,ITM-CMD-030,安全停车/制动请求,SafetyBrakeRequest,无,IF_IF_CMD_030,p_E000.p_E100.rp_7273a171b473f816,E100,ATP车载,安全停车/制动请求输出,PORT::E100::安全停车_制动请求输出::ITM-CMD-030::输出,CG_86987C60BCB826208FEFEF31,L2_E100.slx,p_E100_rp_7273a171b473f816,Outport,L2_E100.fmu,p_E100_rp_7273a171b473f816,output,continuous,,CONFLICT,data_type,LEGACY_CONTRACT_CONFLICT | SEMANTIC_REVIEW_REQUIRED,LEGACY_CONTRACT_CONFLICT,Legacy contract conflicts with authoritative SSD fields: data_type. SSD values were retained. | Full SysML item datatype Enum requires implementation interpretation against SSD Real | SSD unit [-] does not encode Full SysML unit/medium 无
BIND::L2_X100::p_X111_rp_9828766df3df1904,L2_X100,L2_X100,X100,车载再生储能,p_X111_rp_9828766df3df1904,L2_X100.p_X111_rp_9828766df3df1904,output,Real,[-],DCDCActualPower,Real,ITM-MEA-029,双向DC/DC实际功率,DCDCActualPower,W,IF_IF_MEA_029,p_X000.p_X100.p_X110.p_X111.rp_9828766df3df1904,X111,双向DC/DC变流模块,双向DC/DC实际功率输出,PORT::X111::双向DC_DC实际功率输出::ITM-MEA-029::输出,CG_A6D783BBFCF6C6DA11FFCF2D,L2_X100.slx,p_X111_rp_9828766df3df1904,Outport,L2_X100.fmu,p_X111_rp_9828766df3df1904,output,continuous,,CONFLICT,unit,LEGACY_CONTRACT_CONFLICT | SEMANTIC_REVIEW_REQUIRED,LEGACY_CONTRACT_CONFLICT,Legacy contract conflicts with authoritative SSD fields: unit. SSD values were retained. | SSD unit [-] does not encode Full SysML unit/medium W
BIND::L2_X100::p_X112_rp_1164249ec859b807,L2_X100,L2_X100,X100,车载再生储能,p_X112_rp_1164249ec859b807,L2_X100.p_X112_rp_1164249ec859b807,input,Real,[-],DCDCEnableCommand,Boolean,ITM-CMD-026,双向DC/DC使能,DCDCEnableCommand,无,IF_IF_CMD_026,p_X000.p_X100.p_X110.p_X112.rp_1164249ec859b807,X112,双向DC/DC控制模块,双向DC/DC使能输入,PORT::X112::双向DC_DC使能输入::ITM-CMD-026::输入,CG_25DC22E45A984D1CB28D188B,L2_X100.slx,p_X112_rp_1164249ec859b807,Inport,L2_X100.fmu,p_X112_rp_1164249ec859b807,input,continuous,,CONFLICT,data_type,LEGACY_CONTRACT_CONFLICT | SEMANTIC_REVIEW_REQUIRED,LEGACY_CONTRACT_CONFLICT,Legacy contract conflicts with authoritative SSD fields: data_type. SSD values were retained. | Full SysML item datatype Boolean requires implementation interpretation against SSD Real | SSD unit [-] does not encode Full SysML unit/medium 无
BIND::L2_X100::p_X112_rp_388d943a537916a7,L2_X100,L2_X100,X100,车载再生储能,p_X112_rp_388d943a537916a7,L2_X100.p_X112_rp_388d943a537916a7,output,Real,[-],ESSAvailableChargePower,Real,ITM-LIM-009,储能可用充电功率,ESSAvailableChargePower,W,IF_IF_LIM_009,p_X000.p_X100.p_X110.p_X112.rp_388d943a537916a7,X112,双向DC/DC控制模块,储能可用充电功率输出,PORT::X112::储能可用充电功率输出::ITM-LIM-009::输出,CG_CB302083C9F33A1345D9C406,L2_X100.slx,p_X112_rp_388d943a537916a7,Outport,L2_X100.fmu,p_X112_rp_388d943a537916a7,output,continuous,,CONFLICT,unit,LEGACY_CONTRACT_CONFLICT | SEMANTIC_REVIEW_REQUIRED,LEGACY_CONTRACT_CONFLICT,Legacy contract conflicts with authoritative SSD fields: unit. SSD values were retained. | SSD unit [-] does not encode Full SysML unit/medium W
BIND::L2_X100::p_X112_rp_3b946767139d884a,L2_X100,L2_X100,X100,车载再生储能,p_X112_rp_3b946767139d884a,L2_X100.p_X112_rp_3b946767139d884a,output,Real,[-],ESSAvailability,Boolean,ITM-STA-030,储能系统可用状态,ESSAvailability,无,IF_IF_STA_030,p_X000.p_X100.p_X110.p_X112.rp_3b946767139d884a,X112,双向DC/DC控制模块,储能系统可用状态输出,PORT::X112::储能系统可用状态输出::ITM-STA-030::输出,CG_C03EBDD9B3CFF4E6611E41A1,L2_X100.slx,p_X112_rp_3b946767139d884a,Outport,L2_X100.fmu,p_X112_rp_3b946767139d884a,output,continuous,,CONFLICT,data_type,LEGACY_CONTRACT_CONFLICT | SEMANTIC_REVIEW_REQUIRED,LEGACY_CONTRACT_CONFLICT,Legacy contract conflicts with authoritative SSD fields: data_type. SSD values were retained. | Full SysML item datatype Boolean requires implementation interpretation against SSD Real | SSD unit [-] does not encode Full SysML unit/medium 无
BIND::L2_X100::p_X112_rp_5ff890136d5d49bf,L2_X100,L2_X100,X100,车载再生储能,p_X112_rp_5ff890136d5d49bf,L2_X100.p_X112_rp_5ff890136d5d49bf,input,Real,[-],ESSPrechargeCommand,Boolean,ITM-CMD-028,储能预充电指令,ESSPrechargeCommand,无,IF_IF_CMD_028,p_X000.p_X100.p_X110.p_X112.rp_5ff890136d5d49bf,X112,双向DC/DC控制模块,储能预充电指令输入,PORT::X112::储能预充电指令输入::ITM-CMD-028::输入,CG_D9CD1E8933F596F319A67625,L2_X100.slx,p_X112_rp_5ff890136d5d49bf,Inport,L2_X100.fmu,p_X112_rp_5ff890136d5d49bf,input,continuous,,CONFLICT,data_type,LEGACY_CONTRACT_CONFLICT | SEMANTIC_REVIEW_REQUIRED,LEGACY_CONTRACT_CONFLICT,Legacy contract conflicts with authoritative SSD fields: data_type. SSD values were retained. | Full SysML item datatype Boolean requires implementation interpretation against SSD Real | SSD unit [-] does not encode Full SysML unit/medium 无
BIND::L2_X100::p_X112_rp_73067cce4e6a7eeb,L2_X100,L2_X100,X100,车载再生储能,p_X112_rp_73067cce4e6a7eeb,L2_X100.p_X112_rp_73067cce4e6a7eeb,output,Real,[-],ESSAvailableDischargePower,Real,ITM-LIM-010,储能可用放电功率,ESSAvailableDischargePower,W,IF_IF_LIM_010,p_X000.p_X100.p_X110.p_X112.rp_73067cce4e6a7eeb,X112,双向DC/DC控制模块,储能可用放电功率输出,PORT::X112::储能可用放电功率输出::ITM-LIM-010::输出,CG_DAF7D43DDD825831F29A70F8,L2_X100.slx,p_X112_rp_73067cce4e6a7eeb,Outport,L2_X100.fmu,p_X112_rp_73067cce4e6a7eeb,output,continuous,,CONFLICT,unit,LEGACY_CONTRACT_CONFLICT | SEMANTIC_REVIEW_REQUIRED,LEGACY_CONTRACT_CONFLICT,Legacy contract conflicts with authoritative SSD fields: unit. SSD values were retained. | SSD unit [-] does not encode Full SysML unit/medium W
BIND::L2_X100::p_X112_rp_81f1c1da5d6d3173,L2_X100,L2_X100,X100,车载再生储能,p_X112_rp_81f1c1da5d6d3173,L2_X100.p_X112_rp_81f1c1da5d6d3173,input,Real,[-],ESSContactorCommand,Boolean,ITM-CMD-027,储能主接触器指令,ESSContactorCommand,无,IF_IF_CMD_027,p_X000.p_X100.p_X110.p_X112.rp_81f1c1da5d6d3173,X112,双向DC/DC控制模块,储能主接触器指令输入,PORT::X112::储能主接触器指令输入::ITM-CMD-027::输入,CG_1AE13610E33C0DC7055CFCED,L2_X100.slx,p_X112_rp_81f1c1da5d6d3173,Inport,L2_X100.fmu,p_X112_rp_81f1c1da5d6d3173,input,continuous,,CONFLICT,data_type,LEGACY_CONTRACT_CONFLICT | SEMANTIC_REVIEW_REQUIRED,LEGACY_CONTRACT_CONFLICT,Legacy contract conflicts with authoritative SSD fields: data_type. SSD values were retained. | Full SysML item datatype Boolean requires implementation interpretation against SSD Real | SSD unit [-] does not encode Full SysML unit/medium 无
BIND::L2_X100::p_X112_rp_843fa8c83311440e,L2_X100,L2_X100,X100,车载再生储能,p_X112_rp_843fa8c83311440e,L2_X100.p_X112_rp_843fa8c83311440e,input,Real,[-],ESSPowerRequest,Real,ITM-CMD-025,储能功率请求,ESSPowerRequest,W,IF_IF_CMD_025,p_X000.p_X100.p_X110.p_X112.rp_843fa8c83311440e,X112,双向DC/DC控制模块,储能功率请求输入,PORT::X112::储能功率请求输入::ITM-CMD-025::输入,CG_7A2381DC8C36A40B747035A5,L2_X100.slx,p_X112_rp_843fa8c83311440e,Inport,L2_X100.fmu,p_X112_rp_843fa8c83311440e,input,continuous,,CONFLICT,unit,LEGACY_CONTRACT_CONFLICT | SEMANTIC_REVIEW_REQUIRED,LEGACY_CONTRACT_CONFLICT,Legacy contract conflicts with authoritative SSD fields: unit. SSD values were retained. | SSD unit [-] does not encode Full SysML unit/medium W
BIND::L2_X100::p_X112_rp_a59821acb0d73604,L2_X100,L2_X100,X100,车载再生储能,p_X112_rp_a59821acb0d73604,L2_X100.p_X112_rp_a59821acb0d73604,output,Real,[-],ESSAbsorbedPower,Real,ITM-ACC-004,储能吸收功率,ESSAbsorbedPower,W,IF_IF_ACC_004,p_X000.p_X100.p_X110.p_X112.rp_a59821acb0d73604,X112,双向DC/DC控制模块,储能吸收功率输出,PORT::X112::储能吸收功率输出::ITM-ACC-004::输出,CG_093EFCE58F3AB220CFEC48AC,L2_X100.slx,p_X112_rp_a59821acb0d73604,Outport,L2_X100.fmu,p_X112_rp_a59821acb0d73604,output,continuous,,CONFLICT,unit,LEGACY_CONTRACT_CONFLICT | SEMANTIC_REVIEW_REQUIRED,LEGACY_CONTRACT_CONFLICT,Legacy contract conflicts with authoritative SSD fields: unit. SSD values were retained. | SSD unit [-] does not encode Full SysML unit/medium W
BIND::L2_X100::p_X112_rp_b84f02a624b9982f,L2_X100,L2_X100,X100,车载再生储能,p_X112_rp_b84f02a624b9982f,L2_X100.p_X112_rp_b84f02a624b9982f,input,Real,[-],ESSFaultResetCommand,Boolean,ITM-CMD-029,储能故障复位指令,ESSFaultResetCommand,无,IF_IF_CMD_029,p_X000.p_X100.p_X110.p_X112.rp_b84f02a624b9982f,X112,双向DC/DC控制模块,储能故障复位指令输入,PORT::X112::储能故障复位指令输入::ITM-CMD-029::输入,CG_D8FCE908D4FD9343C6353985,L2_X100.slx,p_X112_rp_b84f02a624b9982f,Inport,L2_X100.fmu,p_X112_rp_b84f02a624b9982f,input,continuous,,CONFLICT,data_type,LEGACY_CONTRACT_CONFLICT | SEMANTIC_REVIEW_REQUIRED,LEGACY_CONTRACT_CONFLICT,Legacy contract conflicts with authoritative SSD fields: data_type. SSD values were retained. | Full SysML item datatype Boolean requires implementation interpretation against SSD Real | SSD unit [-] does not encode Full SysML unit/medium 无
